position,name,lastName,age,country,gender,wealthSource,industry,worth,worthChange,realTimeWorth,realTimePosition,image
58,Laurene Powell Jobs,Powell Jobs,54,United States,F,"Apple, Disney",Philanthropy/NGO,18800.0,0.0,,48,https://specials-images.forbesimg.com/imageserve/5a270a504bbe6f37e65991c9/416x416.jpg?background=000000&cropX1=1150&cropX2=4486&cropY1=0&cropY2=3333
59,Azim Premji,Premji,72,India,M,software services,Technology,18800.0,0.0,,71,https://specials-images.forbesimg.com/imageserve/5a7f0e8231358e4955ad1813/416x416.jpg?background=000000&cropX1=979&cropX2=3562&cropY1=11&cropY2=2592
60,Alexey Mordashov,Mordashov,52,Russia,M,"steel, investments",Metals & Mining,18700.0,0.0,,60,https://specials-images.forbesimg.com/imageserve/5a808e7a4bbe6f2652f53d31/416x416.jpg?background=000000&cropX1=846&cropX2=3515&cropY1=0&cropY2=2667
61,Lee Kun-Hee,Lee,76,South Korea,M,Samsung,Diversified,18600.0,0.0,,62,https://specials-images.forbesimg.com/imageserve/58f8d8e84bbe6f1aff4612ef/416x416.jpg?background=000000&cropX1=0&cropX2=705&cropY1=31&cropY2=737
62,Lakshmi Mittal,Mittal,68,India,M,steel,Metals & Mining,18500.0,0.001,,63,https://specials-images.forbesimg.com/imageserve/59cbfbf5a7ea434a34f46a72/416x416.jpg?background=000000&cropX1=15&cropX2=2362&cropY1=10&cropY2=2359
63,Wang Wei,Wang,48,China,M,package delivery,Service,18200.0,0.0,,64,https://specials-images.forbesimg.com/imageserve/5a7cf9f7a7ea431690130d30/416x416.jpg?background=000000&cropX1=1243&cropX2=2927&cropY1=150&cropY2=1834
64,Leonid Mikhelson,Mikhelson,62,Russia,M,"gas, chemicals",Energy,18000.0,0.0,,59,https://specials-images.forbesimg.com/imageserve/5a80ab314bbe6f2652f53efa/416x416.jpg?background=000000&cropX1=654&cropX2=3172&cropY1=5&cropY2=2522
65,Charoen Sirivadhanabhakdi,Sirivadhanabhakdi,74,Thailand,M,"drinks, real estate",Food and Beverage,17900.0,0.0,,87,https://specials-images.forbesimg.com/imageserve/58a2956ca7ea431f321976b1/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=85&cropY2=829
66,Pallonji Mistry,Mistry,89,Ireland,M,construction,Construction & Engineering,17800.0,0.0,,57,https://specials-images.forbesimg.com/imageserve/222dbe79a423261046cbdb42ac70e16b/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=3&cropY2=744
67,Ray Dalio,Dalio,68,United States,M,hedge funds,Finance and Investments,17700.0,0.0,,68,https://specials-images.forbesimg.com/imageserve/5ac959f74bbe6f2310f1e05c/416x416.jpg?background=000000&cropX1=777&cropX2=3143&cropY1=114&cropY2=2478
68,Takemitsu Takizaki,Takizaki,73,Japan,M,sensors,Manufacturing,17500.0,0.0,,65,https://specials-images.forbesimg.com/imageserve/5a0a24205655325303469e7ab36397dc/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=116&cropY2=860
69,William Ding,Ding,46,China,M,online games,Technology,17400.0,0.0,,80,https://specials-images.forbesimg.com/imageserve/5a7d09364bbe6f2652f51155/416x416.jpg?background=000000&cropX1=4&cropX2=1672&cropY1=396&cropY2=2063
70,R. Budi Hartono,Hartono,77,Indonesia,M,"banking, tobacco",Finance and Investments,17400.0,0.0,,91,https://specials-images.forbesimg.com/imageserve/b8d46ef97d58d450be629bd0fddc9a6e/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=10&cropY2=754
71,Gina Rinehart,Rinehart,64,Australia,F,mining,Metals & Mining,17400.0,-1.257,,66,https://specials-images.forbesimg.com/imageserve/59f73f7831358e542c046b65/416x416.jpg?background=000000&cropX1=211&cropX2=1123&cropY1=82&cropY2=995
72,German Larrea Mota Velasco,Larrea Mota Velasco,64,Mexico,M,mining,Metals & Mining,17300.0,0.0,,86,https://specials-images.forbesimg.com/imageserve/597a47174bbe6f3eb800b6b8/416x416.jpg?background=000000&cropX1=1901&cropX2=3603&cropY1=368&cropY2=2069
73,Carl Icahn,Icahn,82,United States,M,investments,Finance and Investments,16800.0,0.0,,58,https://specials-images.forbesimg.com/imageserve/57e5739ca7ea430a8a1a2b8f/416x416.jpg?background=000000&cropX1=74&cropX2=744&cropY1=74&cropY2=744
74,Stefan Persson,Persson,70,Sweden,M,H&M,Fashion & Retail,16800.0,0.0,,78,https://specials-images.forbesimg.com/imageserve/5a8121d54bbe6f2652f545f0/416x416.jpg?background=000000&cropX1=599&cropX2=2597&cropY1=15&cropY2=2015
75,Michael Hartono,Hartono,78,Indonesia,M,"banking, tobacco",Manufacturing,16700.0,0.0,,102,https://specials-images.forbesimg.com/imageserve/5a8121d54bbe6f2652f545f0/416x416.jpg?background=000000&cropX1=599&cropX2=2597&cropY1=15&cropY2=2015
76,Joseph Lau,Lau,66,Hong Kong,M,real estate,Real Estate,16700.0,-0.001,,73,https://specials-images.forbesimg.com/imageserve/5a7e6ca6a7ea431690132547/416x416.jpg?background=000000&cropX1=125&cropX2=1076&cropY1=81&cropY2=1033
77,Thomas & Raymond Kwok,Kwok,,Hong Kong,M,real estate,Real Estate,16500.0,0.0,,75,https://specials-images.forbesimg.com/imageserve/5a579cfd4bbe6f2652f2517c/416x416.jpg?background=000000&cropX1=152&cropX2=1061&cropY1=6&cropY2=915
78,Vagit Alekperov,Alekperov,67,Russia,M,oil,Energy,16400.0,0.0,,69,https://specials-images.forbesimg.com/imageserve/5a80c400a7ea431690133cb7/416x416.jpg?background=000000&cropX1=481&cropX2=2139&cropY1=0&cropY2=1658
79,James Ratcliffe,Ratcliffe,65,United Kingdom,M,chemicals,Manufacturing,16400.0,0.0,,89,https://specials-images.forbesimg.com/imageserve/5a815b254bbe6f2652f547e0/416x416.jpg?background=000000&cropX1=252&cropX2=2046&cropY1=814&cropY2=2608
80,Donald Bren,Bren,86,United States,M,real estate,Real Estate,16300.0,0.0,,76,https://specials-images.forbesimg.com/imageserve/57e575c94bbe6f24d1f891ce/416x416.jpg?background=000000&cropX1=126&cropX2=651&cropY1=31&cropY2=556
81,Iris Fontbona,Fontbona,75,Chile,F,mining,Metals & Mining,16300.0,0.0,,70,https://specials-images.forbesimg.com/imageserve/57e575c94bbe6f24d1f891ce/416x416.jpg?background=000000&cropX1=126&cropX2=651&cropY1=31&cropY2=556
82,Gennady Timchenko,Timchenko,65,Russia,M,"oil, gas",Energy,16000.0,0.0,,74,https://specials-images.forbesimg.com/imageserve/5a80a596a7ea431690133b09/416x416.jpg?background=000000&cropX1=5&cropX2=2533&cropY1=460&cropY2=2990
83,Abigail Johnson,Johnson,56,United States,F,money management,Finance and Investments,15900.0,0.0,,72,https:http://specials-images.forbesimg.com/imageserve/57e570c54bbe6f24d1f891b6/416x416.jpg?background=000000&cropX1=63&cropX2=615&cropY1=68&cropY2=621
84,Vladimir Potanin,Potanin,57,Russia,M,metals,Metals & Mining,15900.0,0.0,,82,https://specials-images.forbesimg.com/imageserve/5a80c98d31358e4955ad2cc0/416x416.jpg?background=000000&cropX1=75&cropX2=2250&cropY1=5&cropY2=2181
85,Lukas Walton,Walton,31,United States,M,Walmart,Fashion & Retail,15900.0,0.0,,101,https://specials-images.forbesimg.com/imageserve/5a80c98d31358e4955ad2cc0/416x416.jpg?background=000000&cropX1=75&cropX2=2250&cropY1=5&cropY2=2181
86,Charlene de Carvalho-Heineken,de Carvalho-Heineken,63,Netherlands,F,Heineken,Food and Beverage,15800.0,0.0,,81,https://specials-images.forbesimg.com/imageserve/5a7fd414a7ea4316901331b7/416x416.jpg?background=000000&cropX1=0&cropX2=3280&cropY1=887&cropY2=4168
87,Zhang Zhidong,Zhang,46,China,M,internet media,Technology,15600.0,0.0,,85,https://specials-images.forbesimg.com/imageserve/8c2c90c2667221740e4fe57cde754bf8/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=18&cropY2=762
88,Petr Kellner,Kellner,54,Czech Republic,M,banking,Finance and Investments,15500.0,0.0,,100,https://specials-images.forbesimg.com/imageserve/4023ab5df9aad04f544e7dfde9031598/416x416.jpg?background=000000&cropX1=32&cropX2=723&cropY1=3&cropY2=694
89,Andrey Melnichenko,Melnichenko,46,Russia,M,"coal, fertilizers",Energy,15500.0,0.303,,105,https://specials-images.forbesimg.com/imageserve/5a809da44bbe6f2652f53def/416x416.jpg?background=000000&cropX1=651&cropX2=3302&cropY1=6&cropY2=2656
90,David & Simon Reuben,Reuben,,United Kingdom,M,"investments, real estate",Real Estate,15500.0,0.0,,88,https://specials-images.forbesimg.com/imageserve/58ee56d9a7ea437ada262e00/416x416.jpg?background=000000&cropX1=253&cropX2=1732&cropY1=64&cropY2=1543
91,Klaus-Michael Kuehne,Kuehne,81,Germany,M,shipping,Logistics,15300.0,0.0,,99,https://specials-images.forbesimg.com/imageserve/5a7e288b31358e4955ad1159/416x416.jpg?background=000000&cropX1=2640&cropX2=4000&cropY1=400&cropY2=1760
92,Li Shufu,Li,55,China,M,automobiles,Automotive,15300.0,0.0,,83,https://specials-images.forbesimg.com/imageserve/5a7ccad231358e4955acf931/416x416.jpg?background=000000&cropX1=488&cropX2=1703&cropY1=161&cropY2=1377
93,Mikhail Fridman,Fridman,54,Russia,M,"oil, banking, telecom",Energy,15100.0,0.001,,106,https://specials-images.forbesimg.com/imageserve/5a80ac47a7ea431690133b64/416x416.jpg?background=000000&cropX1=534&cropX2=3793&cropY1=7&cropY2=3263
94,Rupert Murdoch,Murdoch,87,United States,M,"newspapers, TV network",Media & Entertainment,15000.0,0.0,,55,https://specials-images.forbesimg.com/imageserve/5a8d934d4bbe6f2652f61c74/416x416.jpg?background=000000&cropX1=0&cropX2=1559&cropY1=81&cropY2=1639
95,Dhanin Chearavanont,Chearavanont,79,Thailand,M,diversified,Diversified,14900.0,-0.001,,95,https://specials-images.forbesimg.com/imageserve/58accecd4bbe6f0e55874019/416x416.jpg?background=000000&cropX1=61&cropX2=684&cropY1=226&cropY2=850
96,Robert Kuok,Kuok,94,Malaysia,M,"palm oil, shipping, property",Diversified,14800.0,0.0,,84,https://specials-images.forbesimg.com/imageserve/4f21e64d970512f81a766649fb072f0d/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=2&cropY2=743
97,Emmanuel Besnier,Besnier,47,France,M,cheese,Food and Beverage,14700.0,0.001,,90,https://specials-images.forbesimg.com/imageserve/4f21e64d970512f81a766649fb072f0d/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=2&cropY2=743
98,Shiv Nadar,Nadar,72,India,M,software services,Technology,14600.0,0.0,,108,https://specials-images.forbesimg.com/imageserve/37d84982997cb979720fb6f28fa88067/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=111&cropY2=855
99,Viktor Vekselberg,Vekselberg,61,Russia,M,"metals, energy",Energy,14400.0,0.047,,107,https://specials-images.forbesimg.com/imageserve/5a80c89231358e4955ad2ca8/416x416.jpg?background=000000&cropX1=752&cropX2=3164&cropY1=5&cropY2=2416
100,Aliko Dangote,Dangote,61,Nigeria,M,"cement, sugar, flour",Manufacturing,14100.0,0.001,,117,https://specials-images.forbesimg.com/imageserve/5a7fd828a7ea43169013322e/416x416.jpg?background=000000&cropX1=240&cropX2=2897&cropY1=11&cropY2=2667
101,Harold Hamm,Hamm,72,United States,M,oil & gas,Energy,14100.0,0.0,,56,https://specials-images.forbesimg.com/imageserve/59d563d8a7ea436b47b371d7/416x416.jpg?background=000000&cropX1=1310&cropX2=2937&cropY1=960&cropY2=2589
102,Steve Cohen,Cohen,62,United States,M,hedge funds,Finance and Investments,14000.0,0.0,,137,https://specials-images.forbesimg.com/imageserve/5a8d946e4bbe6f2652f61ca6/416x416.jpg?background=000000&cropX1=743&cropX2=3320&cropY1=91&cropY2=2667
103,Dustin Moskovitz,Moskovitz,34,United States,M,Facebook,Technology,14000.0,0.0,,77,https://specials-images.forbesimg.com/imageserve/5a8d9076a7ea43169014020b/416x416.jpg?background=000000&cropX1=1208&cropX2=3374&cropY1=81&cropY2=2246
104,Marcel Herrmann Telles,Telles,68,Brazil,M,beer,Food and Beverage,14000.0,-546.845,,109,https://specials-images.forbesimg.com/imageserve/5a7b8dd54bbe6f2652f4f0fa/416x416.jpg?background=000000&cropX1=6&cropX2=1812&cropY1=862&cropY2=2667
105,Reinhold Wuerth,Wuerth,83,Germany,M,fasteners,Manufacturing,13600.0,0.0,,118,https://specials-images.forbesimg.com/imageserve/5a7e391a4bbe6f2652f528b8/416x416.jpg?background=000000&cropX1=562&cropX2=2916&cropY1=10&cropY2=2362
106,Charles Ergen,Ergen,65,United States,M,satellite TV,Media & Entertainment,13400.0,-0.013,,141,https://specials-images.forbesimg.com/imageserve/59d55b4331358e542c035479/416x416.jpg?background=000000&cropX1=1400&cropX2=3175&cropY1=55&cropY2=1832
107,Eric Schmidt,Schmidt,63,United States,M,Google,Technology,13400.0,-0.001,,92,https://specials-images.forbesimg.com/imageserve/58c19b99a7ea431f321ad8d9/416x416.jpg?background=000000&cropX1=90&cropX2=631&cropY1=47&cropY2=588
108,Philip Anschutz,Anschutz,78,United States,M,investments,Finance and Investments,13000.0,0.0,,104,https://specials-images.forbesimg.com/imageserve/58c1d4a4a7ea431f321add5b/416x416.jpg?background=000000&cropX1=23&cropX2=732&cropY1=37&cropY2=746
109,Jim Kennedy,Kennedy,70,United States,M,media,Media & Entertainment,13000.0,0.0,,157,https://specials-images.forbesimg.com/imageserve/59d5622d31358e542c0354a1/416x416.jpg?background=000000&cropX1=4433&cropX2=5352&cropY1=2354&cropY2=3272
110,Blair Parry-Okeden,Parry-Okeden,68,United States,F,media,Media & Entertainment,13000.0,0.0,,156,https://specials-images.forbesimg.com/imageserve/59d5622d31358e542c0354a1/416x416.jpg?background=000000&cropX1=4433&cropX2=5352&cropY1=2354&cropY2=3272
111,Alain Wertheimer,Wertheimer,69,France,M,Chanel,Fashion & Retail,13000.0,0.0,,96,https://specials-images.forbesimg.com/imageserve/5a7de73f31358e4955ad0986/416x416.jpg?background=000000&cropX1=11&cropX2=1445&cropY1=0&cropY2=1434
112,Gerard Wertheimer,Wertheimer,67,France,M,Chanel,Fashion & Retail,13000.0,0.0,,97,https://specials-images.forbesimg.com/imageserve/5a7df0a7a7ea431690131ba8/416x416.jpg?background=000000&cropX1=5&cropX2=2632&cropY1=235&cropY2=2861
113,Leonard Lauder,Lauder,81,United States,M,Estee Lauder,Fashion & Retail,12900.0,0.0,,94,https://specials-images.forbesimg.com/imageserve/59d57d2631358e542c035675/416x416.jpg?background=000000&cropX1=0&cropX2=3457&cropY1=258&cropY2=3713
114,Heinz Hermann Thiele,Thiele,77,Germany,M,brakes,Construction & Engineering,12900.0,0.0,,132,https://specials-images.forbesimg.com/imageserve/56c7ceace4b062f6b59a2407/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=131&cropY2=874
115,Dilip Shanghvi,Shanghvi,62,India,M,pharmaceuticals,Healthcare,12800.0,0.0,,121,https://specials-images.forbesimg.com/imageserve/59cbfe1aa7ea434a34f46ad9/416x416.jpg?background=000000&cropX1=731&cropX2=3388&cropY1=11&cropY2=2667
116,Hasso Plattner,Plattner,74,Germany,M,software,Technology,12700.0,0.0,,103,https://specials-images.forbesimg.com/imageserve/5a7e164e31358e4955ad1051/416x416.jpg?background=000000&cropX1=11&cropX2=2667&cropY1=23&cropY2=2680
117,Stephen Schwarzman,Schwarzman,71,United States,M,investments,Finance and Investments,12600.0,0.0,,111,https://specials-images.forbesimg.com/imageserve/59d560a8a7ea436b47b37189/416x416.jpg?background=000000&cropX1=1295&cropX2=3190&cropY1=523&cropY2=2417
118,Lei Jun,Lei,48,China,M,smartphones,Technology,12500.0,-0.001,,115,https://specials-images.forbesimg.com/imageserve/5a7cc5bda7ea4316901308f6/416x416.jpg?background=000000&cropX1=15&cropX2=2220&cropY1=44&cropY2=2248
119,Hans Rausing,Rausing,92,Sweden,M,packaging,Manufacturing,12500.0,0.0,,114,https://specials-images.forbesimg.com/imageserve/58a287e831358e1a35ab5409/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=73&cropY2=816
120,Alisher Usmanov,Usmanov,64,Russia,M,"steel, telecom, investments",Metals & Mining,12500.0,0.0,,112,https://specials-images.forbesimg.com/imageserve/5a8090a631358e4955ad29b0/416x416.jpg?background=000000&cropX1=1520&cropX2=3943&cropY1=269&cropY2=2692
121,Donald Newhouse,Newhouse,88,United States,M,media,Media & Entertainment,12300.0,0.001,,122,https://specials-images.forbesimg.com/imageserve/5a8d9b9ca7ea431690140421/416x416.jpg?background=000000&cropX1=466&cropX2=2788&cropY1=140&cropY2=2464
122,Peter Woo,Woo,71,Hong Kong,M,real estate,Real Estate,12200.0,-0.001,,116,https://specials-images.forbesimg.com/imageserve/5877bbb84bbe6f1f20eace2a/416x416.jpg?background=000000&cropX1=55&cropX2=652&cropY1=87&cropY2=685
123,Luis Carlos Sarmiento,Sarmiento,85,Colombia,M,banking,Finance and Investments,12100.0,-0.001,,124,https://specials-images.forbesimg.com/imageserve/5a7dcba04bbe6f2652f51b84/416x416.jpg?background=000000&cropX1=182&cropX2=1680&cropY1=87&cropY2=1584
124,Robin Li,Li,49,China,M,internet search,Technology,12000.0,0.0,,93,https://specials-images.forbesimg.com/imageserve/5a7ceb4f4bbe6f2652f5106b/416x416.jpg?background=000000&cropX1=2954&cropX2=5159&cropY1=238&cropY2=2442
125,Carlos Alberto Sicupira,Sicupira,70,Brazil,M,beer,Food and Beverage,12000.0,-546.845,,134,https://specials-images.forbesimg.com/imageserve/5a8ddcfd4bbe6f2652f6287e/416x416.jpg?background=000000&cropX1=124&cropX2=661&cropY1=0&cropY2=537
126,Seo Jung-Jin,Seo,60,South Korea,M,biotech,Healthcare,11900.0,0.0,,123,https://specials-images.forbesimg.com/imageserve/553925b5e4b0bacdbd748e16/416x416.jpg?background=000000&cropX1=61&cropX2=628&cropY1=87&cropY2=654
127,Kumar Birla,Birla,51,India,M,commodities,Diversified,11800.0,0.0,,145,https://specials-images.forbesimg.com/imageserve/56ca6247e4b062f6b59a2f96/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=280&cropY2=1024
128,Alexander Otto,Otto,50,Germany,M,real estate,Real Estate,11800.0,0.0,,129,https://specials-images.forbesimg.com/imageserve/5a7e04f431358e4955ad0c06/416x416.jpg?background=000000&cropX1=126&cropX2=900&cropY1=176&cropY2=950
129,Stefano Pessina,Pessina,77,Italy,M,drugstores,Fashion & Retail,11800.0,-4.27,,126,https://specials-images.forbesimg.com/imageserve/5a7fa0904bbe6f2652f53414/416x416.jpg?background=000000&cropX1=954&cropX2=3605&cropY1=6&cropY2=2656
130,Udo & Harald Tschira,Tschira,,Germany,M,software,Technology,11700.0,0.0,,110,https://specials-images.forbesimg.com/imageserve/5a7fa0904bbe6f2652f53414/416x416.jpg?background=000000&cropX1=954&cropX2=3605&cropY1=6&cropY2=2656
131,Wang Wenyin,Wang,50,China,M,"mining, copper products",Metals & Mining,11700.0,0.0,,147,https://specials-images.forbesimg.com/imageserve/cf65372d0041b89469dfc064d15d21ca/416x416.jpg?background=000000&cropX1=6&cropX2=595&cropY1=433&cropY2=1023
132,Andrew Beal,Beal,65,United States,M,"banks, real estate",Finance and Investments,11600.0,0.0,,119,https://specials-images.forbesimg.com/imageserve/572275fc31358e1869e2bbb5/416x416.jpg?background=000000&cropX1=23&cropX2=651&cropY1=24&cropY2=652
133,Lee Man Tat,Lee,88,Hong Kong,M,"Oyster sauce, real estate",Food and Beverage,11600.0,0.0,,127,https://specials-images.forbesimg.com/imageserve/56898008e4b0ffa7afe8a698/416x416.jpg?background=000000&cropX1=237&cropX2=535&cropY1=235&cropY2=533
134,"John Menard, Jr.",Menard,78,United States,M,home improvement stores,Fashion & Retail,11500.0,0.0,,130,https://specials-images.forbesimg.com/imageserve/59d57d8d31358e542c03569c/416x416.jpg?background=000000&cropX1=210&cropX2=2245&cropY1=360&cropY2=2394
135,Xu Shihui,Xu,60,China,M,"snacks, beverages",Food and Beverage,11300.0,0.0,,158,https://specials-images.forbesimg.com/imageserve/5a05f0a14bbe6f37dda22921/416x416.jpg?background=000000&cropX1=9&cropX2=4009&cropY1=480&cropY2=4484
136,Zhou Hongyi,Zhou,47,China,M,security software,Technology,11300.0,0.0,,271,https://specials-images.forbesimg.com/imageserve/936450a91a016db56ea72c10985090a2/416x416.jpg?background=000000&cropX1=8&cropX2=733&cropY1=18&cropY2=743
137,Gong Hongjia,Gong,53,Hong Kong,M,video surveillance,Finance and Investments,11200.0,0.0,,139,https://specials-images.forbesimg.com/imageserve/5a7e6a88a7ea43169013252c/416x416.jpg?background=000000&cropX1=1000&cropX2=4170&cropY1=0&cropY2=3167
138,Michael Otto,Otto,75,Germany,M,"retail, real estate",Fashion & Retail,11000.0,0.0,,142,https://specials-images.forbesimg.com/imageserve/5a7e2e6fa7ea431690132380/416x416.jpg?background=000000&cropX1=362&cropX2=3144&cropY1=8&cropY2=2792
139,David Tepper,Tepper,60,United States,M,hedge funds,Finance and Investments,11000.0,0.0,,136,https://specials-images.forbesimg.com/imageserve/5ac95a864bbe6f2310f1e063/416x416.jpg?background=000000&cropX1=407&cropX2=2023&cropY1=9&cropY2=1624
